,count_spelling_errors,text_length,num_sentences,num_words,avg_word_length,num_unique_words,function_word_frequency,content_word_frequency,spelling_errors,quote_frequency,uppercase_frequency,punctuation_frequency,adverb_frequency,past_tense_verb_frequency,present_tense_verb_frequency,pronoun_frequency,coordinating_conjunction_frequency,negative_word_proportion,named_entity_frequency,adjective_frequency,proper_noun_frequency,modal_frequency,determiner_frequency,interrogative_adverb_frequency,interrogative_pronoun_frequency,preposition_frequency,negation_adverb_frequency,degree_adverb_frequency,manner_adverb_frequency,demonstrative_pronoun_frequency,possessive_pronoun_frequency,reflexive_pronoun_frequency,reciprocal_pronoun_frequency,indefinite_pronoun_frequency,possessive_adjective_frequency,demonstrative_adjective_frequency,indefinite_adjective_frequency,interrogative_adjective_frequency,exclamatory_adjective_frequency,auxiliary_verb_frequency,modal_verb_frequency,modifier_adverb_frequency,linking_adverb_frequency,place_adverb_frequency,subordinating_conjunction_frequency,correlative_conjunction_frequency,interjection_frequency,onomatopoeia_frequency,palindrome_frequency
7342,8.0,1041.0,11.0,204.0,4.303921568627451,102.0,68.0,136.0,8.0,5.0,21.0,31.0,14.0,0.0,31.0,18.0,10.0,0.012,4.0,9.0,8.0,1.0,12.0,3.0,4.0,18.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,7.0,3.0,4.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
7343,14.0,760.0,8.0,155.0,4.077419354838709,83.0,66.0,89.0,14.0,4.0,22.0,16.0,4.0,7.0,16.0,21.0,8.0,0.0,1.0,7.0,5.0,1.0,12.0,3.0,1.0,18.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0
7344,15.0,619.0,15.0,146.0,3.4452054794520546,88.0,43.0,103.0,15.0,0.0,74.0,16.0,4.0,5.0,17.0,9.0,2.0,0.076,3.0,23.0,21.0,0.0,13.0,1.0,1.0,8.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0
7345,2.0,545.0,5.0,116.0,3.8448275862068964,76.0,48.0,68.0,2.0,1.0,7.0,14.0,8.0,8.0,15.0,17.0,5.0,0.0,1.0,3.0,0.0,0.0,9.0,3.0,0.0,12.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0
7346,8.0,440.0,4.0,90.0,3.966666666666667,54.0,38.0,52.0,8.0,0.0,10.0,6.0,8.0,2.0,6.0,4.0,10.0,0.0,5.0,5.0,6.0,0.0,10.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
7347,2.0,278.0,4.0,60.0,3.7666666666666666,42.0,23.0,37.0,2.0,0.0,7.0,7.0,4.0,1.0,7.0,10.0,5.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7348,4.0,226.0,3.0,48.0,3.8125,31.0,26.0,22.0,4.0,0.0,2.0,4.0,1.0,1.0,6.0,5.0,4.0,0.081,0.0,4.0,0.0,0.0,9.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
7349,4.0,360.0,5.0,75.0,3.8666666666666667,44.0,37.0,38.0,4.0,0.0,4.0,5.0,4.0,5.0,6.0,8.0,5.0,0.0,0.0,8.0,1.0,0.0,7.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
7350,3.0,323.0,6.0,70.0,3.7857142857142856,48.0,31.0,39.0,3.0,1.0,8.0,9.0,2.0,3.0,8.0,7.0,0.0,0.02,3.0,3.0,1.0,1.0,10.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7351,5.0,764.0,7.0,157.0,4.012738853503185,91.0,69.0,88.0,5.0,1.0,8.0,20.0,12.0,13.0,13.0,14.0,6.0,0.032,1.0,7.0,0.0,1.0,20.0,3.0,0.0,15.0,1.0,2.0,1.0,3.0,8.0,0.0,0.0,4.0,8.0,3.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0
7352,8.0,1019.0,12.0,205.0,4.107317073170732,116.0,77.0,128.0,8.0,1.0,32.0,21.0,13.0,21.0,11.0,16.0,13.0,0.0,10.0,8.0,12.0,1.0,20.0,0.0,2.0,20.0,2.0,2.0,1.0,5.0,5.0,0.0,0.0,3.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0
7353,6.0,925.0,7.0,180.0,4.233333333333333,92.0,83.0,97.0,6.0,2.0,15.0,13.0,6.0,5.0,19.0,17.0,7.0,0.023,4.0,6.0,4.0,4.0,23.0,4.0,2.0,28.0,4.0,1.0,0.0,5.0,5.0,0.0,0.0,3.0,5.0,5.0,1.0,2.0,2.0,5.0,4.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,7.0
7354,6.0,965.0,7.0,206.0,3.849514563106796,98.0,100.0,106.0,6.0,4.0,18.0,26.0,3.0,15.0,19.0,22.0,13.0,0.02,3.0,19.0,3.0,1.0,20.0,1.0,5.0,26.0,0.0,1.0,1.0,12.0,3.0,0.0,0.0,2.0,3.0,12.0,1.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0
7355,15.0,652.0,8.0,132.0,4.151515151515151,87.0,49.0,83.0,15.0,3.0,18.0,19.0,4.0,4.0,9.0,14.0,9.0,0.0,4.0,9.0,5.0,1.0,11.0,2.0,3.0,12.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
7356,6.0,649.0,8.0,126.0,4.246031746031746,80.0,49.0,77.0,6.0,0.0,11.0,10.0,7.0,1.0,19.0,9.0,4.0,0.025,0.0,6.0,0.0,2.0,17.0,2.0,0.0,13.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0
7357,6.0,796.0,7.0,163.0,4.07361963190184,83.0,55.0,108.0,6.0,2.0,13.0,25.0,4.0,4.0,11.0,6.0,6.0,0.0,5.0,9.0,5.0,0.0,28.0,1.0,0.0,14.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
7358,8.0,852.0,6.0,177.0,3.9491525423728815,92.0,73.0,104.0,8.0,2.0,9.0,20.0,12.0,6.0,24.0,16.0,7.0,0.0,1.0,8.0,1.0,1.0,22.0,1.0,0.0,18.0,1.0,3.0,3.0,7.0,3.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,8.0
7359,8.0,506.0,6.0,106.0,3.9245283018867925,67.0,45.0,61.0,8.0,0.0,23.0,12.0,7.0,5.0,8.0,14.0,5.0,0.0,1.0,6.0,5.0,2.0,9.0,1.0,1.0,12.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
7360,8.0,734.0,11.0,157.0,3.840764331210191,88.0,58.0,99.0,8.0,2.0,20.0,23.0,5.0,2.0,17.0,12.0,6.0,0.0,3.0,8.0,3.0,4.0,18.0,2.0,0.0,19.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,7.0,2.0,3.0,7.0,1.0,0.0,6.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0
7361,10.0,770.0,10.0,154.0,4.240259740259741,86.0,41.0,113.0,10.0,4.0,19.0,34.0,6.0,5.0,16.0,8.0,1.0,0.0,5.0,13.0,10.0,0.0,19.0,0.0,1.0,14.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0
7362,8.0,1050.0,9.0,208.0,4.1826923076923075,115.0,88.0,120.0,8.0,3.0,33.0,19.0,10.0,17.0,10.0,24.0,11.0,0.0,7.0,15.0,8.0,2.0,23.0,6.0,0.0,19.0,3.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,8.0,8.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,12.0
7363,2.0,325.0,5.0,70.0,3.742857142857143,47.0,32.0,38.0,2.0,0.0,17.0,5.0,1.0,1.0,11.0,7.0,2.0,0.086,1.0,3.0,2.0,0.0,12.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
7364,7.0,623.0,7.0,141.0,3.6595744680851063,92.0,53.0,88.0,7.0,3.0,34.0,20.0,10.0,3.0,14.0,18.0,6.0,0.025,0.0,10.0,10.0,2.0,9.0,1.0,1.0,12.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
7365,7.0,319.0,1.0,69.0,3.8405797101449277,50.0,28.0,41.0,7.0,2.0,12.0,10.0,1.0,2.0,6.0,4.0,2.0,0.0,3.0,5.0,6.0,1.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0
7366,9.0,484.0,8.0,104.0,3.8846153846153846,60.0,35.0,69.0,9.0,2.0,41.0,15.0,0.0,5.0,5.0,5.0,5.0,0.099,7.0,8.0,14.0,0.0,11.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
7367,1.0,238.0,3.0,52.0,3.6923076923076925,40.0,23.0,29.0,1.0,0.0,3.0,5.0,2.0,6.0,5.0,12.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7368,11.0,815.0,10.0,162.0,4.253086419753086,101.0,52.0,110.0,11.0,3.0,64.0,24.0,9.0,8.0,12.0,11.0,9.0,0.011,10.0,6.0,22.0,2.0,8.0,0.0,0.0,15.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,3.0,5.0,1.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0
7369,6.0,366.0,4.0,76.0,4.026315789473684,51.0,33.0,43.0,6.0,2.0,10.0,9.0,2.0,2.0,10.0,11.0,4.0,0.04,1.0,3.0,4.0,1.0,4.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7370,3.0,417.0,4.0,96.0,3.46875,64.0,46.0,50.0,3.0,0.0,6.0,10.0,5.0,1.0,18.0,9.0,3.0,0.0,1.0,3.0,0.0,2.0,13.0,3.0,0.0,8.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
7371,10.0,565.0,7.0,118.0,3.957627118644068,72.0,49.0,69.0,10.0,2.0,21.0,17.0,6.0,6.0,9.0,9.0,3.0,0.0,2.0,4.0,4.0,0.0,15.0,2.0,0.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0
7372,6.0,837.0,9.0,164.0,4.2560975609756095,99.0,70.0,94.0,6.0,3.0,17.0,18.0,4.0,6.0,16.0,20.0,8.0,0.008,6.0,6.0,5.0,0.0,12.0,3.0,0.0,24.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
7373,3.0,338.0,6.0,80.0,3.375,44.0,39.0,41.0,3.0,0.0,18.0,8.0,5.0,0.0,14.0,8.0,3.0,0.036,0.0,6.0,6.0,0.0,10.0,3.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
7374,14.0,498.0,3.0,110.0,3.8727272727272726,69.0,30.0,80.0,14.0,4.0,32.0,32.0,3.0,4.0,10.0,9.0,2.0,0.0,11.0,6.0,13.0,0.0,6.0,2.0,1.0,14.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7375,15.0,696.0,5.0,139.0,4.079136690647482,92.0,68.0,71.0,15.0,0.0,19.0,6.0,5.0,8.0,18.0,14.0,7.0,0.022,2.0,8.0,9.0,1.0,12.0,4.0,0.0,15.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0
7376,5.0,652.0,8.0,128.0,4.21875,69.0,50.0,78.0,5.0,0.0,30.0,12.0,3.0,3.0,21.0,13.0,10.0,0.0,0.0,15.0,3.0,0.0,12.0,2.0,0.0,11.0,0.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
7377,16.0,1033.0,7.0,194.0,4.247422680412371,105.0,66.0,128.0,16.0,3.0,40.0,31.0,10.0,2.0,21.0,19.0,14.0,0.015,4.0,8.0,17.0,4.0,13.0,3.0,0.0,17.0,3.0,2.0,0.0,5.0,11.0,0.0,0.0,1.0,11.0,5.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
7378,12.0,1274.0,14.0,250.0,4.304,125.0,91.0,159.0,12.0,4.0,35.0,40.0,9.0,7.0,26.0,27.0,16.0,0.0,3.0,15.0,14.0,1.0,18.0,0.0,0.0,26.0,0.0,0.0,4.0,6.0,10.0,0.0,0.0,4.0,10.0,6.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0
7379,11.0,994.0,6.0,209.0,3.9186602870813396,107.0,94.0,115.0,11.0,4.0,18.0,32.0,3.0,8.0,23.0,26.0,13.0,0.0,2.0,13.0,3.0,1.0,13.0,4.0,0.0,27.0,1.0,0.0,0.0,6.0,15.0,0.0,0.0,4.0,15.0,6.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
7380,8.0,1190.0,12.0,194.0,4.015463917525773,94.0,77.0,117.0,8.0,1.0,17.0,25.0,8.0,8.0,16.0,17.0,16.0,0.0,3.0,7.0,5.0,4.0,21.0,1.0,1.0,21.0,1.0,2.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,4.0
7381,0.0,244.0,4.0,49.0,4.081632653061225,41.0,19.0,30.0,0.0,0.0,4.0,4.0,3.0,0.0,7.0,3.0,3.0,0.084,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
7382,4.0,314.0,3.0,63.0,4.2063492063492065,48.0,20.0,43.0,4.0,1.0,7.0,10.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,6.0,1.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7383,9.0,880.0,6.0,188.0,3.856382978723404,90.0,69.0,119.0,9.0,2.0,69.0,16.0,9.0,3.0,31.0,25.0,7.0,0.023,2.0,14.0,20.0,6.0,12.0,2.0,5.0,14.0,2.0,2.0,2.0,5.0,12.0,0.0,0.0,2.0,12.0,5.0,1.0,5.0,5.0,12.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
7384,7.0,881.0,5.0,170.0,4.317647058823529,89.0,76.0,94.0,7.0,2.0,16.0,18.0,4.0,8.0,17.0,17.0,9.0,0.012,0.0,8.0,2.0,2.0,17.0,2.0,2.0,20.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0
7385,18.0,994.0,8.0,215.0,3.86046511627907,117.0,76.0,139.0,18.0,3.0,44.0,41.0,5.0,10.0,13.0,14.0,11.0,0.021,10.0,7.0,20.0,3.0,22.0,1.0,0.0,22.0,0.0,1.0,3.0,3.0,5.0,0.0,0.0,5.0,5.0,3.0,4.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0
7386,4.0,714.0,4.0,148.0,4.02027027027027,85.0,67.0,81.0,4.0,5.0,14.0,18.0,2.0,6.0,13.0,12.0,3.0,0.0,4.0,9.0,5.0,1.0,18.0,1.0,0.0,23.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
7387,2.0,417.0,4.0,88.0,3.8636363636363638,62.0,37.0,51.0,2.0,1.0,4.0,8.0,3.0,0.0,15.0,12.0,4.0,0.037,1.0,8.0,0.0,1.0,10.0,3.0,0.0,8.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0
7388,11.0,264.0,1.0,49.0,4.551020408163265,41.0,19.0,30.0,11.0,1.0,8.0,7.0,2.0,0.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
7389,2.0,407.0,4.0,84.0,3.9166666666666665,60.0,39.0,45.0,2.0,0.0,10.0,4.0,3.0,3.0,10.0,11.0,7.0,0.0,0.0,4.0,2.0,0.0,7.0,2.0,2.0,10.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0
7390,4.0,180.0,2.0,40.0,3.725,31.0,18.0,22.0,4.0,1.0,9.0,4.0,1.0,0.0,5.0,3.0,4.0,0.0,0.0,5.0,4.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7391,3.0,837.0,7.0,163.0,4.276073619631902,92.0,72.0,91.0,3.0,3.0,7.0,16.0,10.0,12.0,10.0,18.0,9.0,0.013,0.0,9.0,0.0,3.0,10.0,4.0,1.0,20.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7392,7.0,650.0,8.0,130.0,4.176923076923077,84.0,45.0,85.0,7.0,2.0,17.0,17.0,7.0,4.0,14.0,10.0,6.0,0.0,6.0,11.0,8.0,1.0,10.0,1.0,0.0,8.0,2.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
7393,7.0,683.0,6.0,133.0,4.2781954887218046,83.0,53.0,80.0,7.0,1.0,19.0,15.0,8.0,3.0,13.0,11.0,4.0,0.0,2.0,2.0,6.0,0.0,12.0,2.0,0.0,18.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,2.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7394,7.0,736.0,10.0,164.0,3.6951219512195124,76.0,70.0,94.0,7.0,3.0,20.0,23.0,9.0,2.0,16.0,10.0,8.0,0.0,3.0,11.0,4.0,2.0,22.0,2.0,0.0,16.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
7395,2.0,126.0,1.0,25.0,4.16,23.0,12.0,13.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7396,6.0,1120.0,11.0,227.0,4.096916299559472,100.0,92.0,135.0,6.0,4.0,31.0,24.0,15.0,8.0,23.0,27.0,15.0,0.0,1.0,14.0,4.0,2.0,20.0,7.0,0.0,22.0,1.0,1.0,4.0,3.0,8.0,0.0,0.0,2.0,8.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,5.0
7397,2.0,58.0,1.0,11.0,4.545454545454546,9.0,5.0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7398,9.0,466.0,4.0,92.0,4.173913043478261,65.0,35.0,57.0,9.0,0.0,12.0,9.0,5.0,4.0,13.0,6.0,1.0,0.078,5.0,2.0,4.0,1.0,11.0,3.0,0.0,10.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0
7399,3.0,731.0,2.0,151.0,3.8675496688741724,71.0,89.0,62.0,3.0,0.0,2.0,3.0,3.0,6.0,14.0,13.0,14.0,0.045,0.0,8.0,0.0,0.0,23.0,3.0,0.0,21.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0
7400,10.0,1168.0,11.0,225.0,4.311111111111111,121.0,95.0,130.0,10.0,1.0,46.0,22.0,7.0,16.0,17.0,21.0,13.0,0.009,3.0,17.0,14.0,1.0,20.0,3.0,2.0,26.0,1.0,1.0,3.0,2.0,9.0,0.0,0.0,3.0,9.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0
7401,1.0,166.0,2.0,37.0,3.6216216216216215,26.0,17.0,20.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7402,10.0,783.0,8.0,163.0,3.932515337423313,95.0,64.0,99.0,10.0,0.0,28.0,18.0,4.0,8.0,18.0,15.0,9.0,0.03,1.0,4.0,5.0,2.0,16.0,1.0,0.0,16.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,3.0,6.0,5.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0
7403,8.0,841.0,11.0,167.0,4.131736526946108,100.0,67.0,100.0,8.0,0.0,27.0,16.0,7.0,6.0,19.0,15.0,5.0,0.016,6.0,10.0,5.0,2.0,21.0,0.0,0.0,17.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,3.0,3.0,7.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0
7404,7.0,838.0,11.0,177.0,3.8813559322033897,81.0,79.0,98.0,7.0,1.0,13.0,23.0,5.0,16.0,11.0,26.0,11.0,0.0,2.0,4.0,3.0,0.0,15.0,3.0,0.0,17.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
7405,4.0,215.0,3.0,40.0,4.5,32.0,16.0,24.0,4.0,0.0,14.0,3.0,0.0,1.0,5.0,2.0,2.0,0.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7406,4.0,1098.0,7.0,207.0,4.386473429951691,113.0,84.0,123.0,4.0,0.0,14.0,16.0,8.0,6.0,21.0,16.0,8.0,0.008,4.0,19.0,7.0,0.0,25.0,4.0,0.0,27.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
7407,6.0,819.0,6.0,169.0,4.041420118343195,101.0,68.0,101.0,6.0,3.0,10.0,26.0,7.0,5.0,14.0,6.0,8.0,0.009,2.0,8.0,3.0,2.0,25.0,1.0,0.0,23.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,4.0,3.0,6.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0
